Date of event,Name of event,At approximately what time did you arrive at this event?,At approximately what time did you leave this event?,Please rate your overall satisfaction with this event.,Please elaborate on your rating above - why do you feel this way?,"If this event were to happen again in the future, what could we do to improve your experience?","Based on your impression of the event prior to attending (from marketing, communications, word of mouth, etc.) how well did the event meet your expectations?",What could we have done differently to meet your expectations?,How safe did you feel at the event?,Did you feel the event was inclusive?,What could we have done differently to make the event more inclusive?,How fun did you feel the event was?,Please provide any additional feedback you have about this event that has not been shared in your answers to previous questions.,How satisfied are you with social life at Bates overall?,Please elaborate on your rating above - why do you feel this way?,"Please provide ideas, if any, for ways to improve social life on campus, or for events or activities that you would like to attend on campus.",Class year
25-Oct-25,Halloween dance,10:30 PM,11:00 PM,3 - Neither satisfied nor dissatisfied,there weren't many people there yet,more advertisement?,4 - Exceeded my expectations,,5 - Very safe,Yes,,3 - Neither fun nor not fun,,3 - Neither satisfied nor dissatisfied,I feel like there can be more weekend events for students to participate in.,,2029
25-Oct-25,Halloween Dance,11:00 PM,12:45 AM,4 - Satisfied,I had a good time however I wouldn't rate my overall satisfaction as highly satisfied because if I was I would've stayed longer.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,5 - Highly satisfied,There are always events happening around campus and they are so expansive that there is something for everyones interest.,"I think some events should be more highly publicized, specifically sports games or other viewing activities. ",2029
25-Oct-25,Bates Halloween Dance,10:30 PM,11:00 PM,4 - Satisfied,"Good music, good turn out.",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,feel very comfortable here and very welcomed.,,2029
25-Oct-25,Halloween Dance 2025,10:45 PM,12:00am (midnight),3 - Neither satisfied nor dissatisfied,"I had very high hopes for the music selection as the DJ at the 2024 Halloween dance was awesome--music this year was slightly disappointing, but overall still fun.",Encourage student DJing!,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"I enjoy the clubs i'm a part of and the events I go to, I wish I had more time !",,2028
25-Oct-25,Halloween Dance,10:30 PM,12:00am (midnight),5 - Highly satisfied,"The music was good, a lot of people were there, the pizza was good, and the photobooth was fun",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,People are always very social and everyone is so nice here and I feel like I always meet new people.,,2029
25-Oct-25,Halloween Dance,11:30 PM,12:15 AM,4 - Satisfied,Good music and I loved it everyone’s costumes,,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,Need more events,,2026
15-Nov-25,Snowball,10:45 PM,12:45 AM,5 - Highly satisfied,I had a lot of fun! Pizza and photobooth were nice for when you wanted a break from dancing,,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,It was fun to have an excuse to get dressed up for a formal event!,,2029
25-Oct-25,Halloween Dance,10:45 PM,11:45 PM,4 - Satisfied,good music. stale pizza.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,big fan but i also enjoy a movie night in my room alone,,2028
25-Oct-25,Halloween Dance,11:00 PM,1:00 AM,4 - Satisfied,The event was great and well-organized. Better than the last campus dance.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,"Social life here is not amazing, but considering our usual schedules is good enough. ",,2029
25-Oct-25,Halloween Dance,10:45 PM,11:15 PM,3 - Neither satisfied nor dissatisfied,"I had to leave the event because my friend called me, so I feel though I did not experience a lot of the event.",I like the event but I do wish the music was a bit better.,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"I think we have a good mix of things, and these grey cage events are a good way to see everyone at school.","I think in short term we should have a concert type event. I know a lot of other schools do things like that, and it would be great if we did that especially since the weather is so good in may.",2027
25-Oct-25,Halloween dance,10:45 PM,12:15 AM,4 - Satisfied,the music was good and I liked the pizza,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,5 - Highly satisfied,everyone is very kind and it is an inclusive environment,,2029
25-Oct-25,Halloween Dance,11:00 PM,12:30 AM,4 - Satisfied,"The school does a great job making the events accessible safe and fun for everyone. I think the space can sometimes feel too large and difficult to fill, although this can sometimes be seen as a benefit as well.",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,"I feel like there are a lot of cliques especially related to sports teams. However, I feel satisfied overall with my social life here.",Garlic bites from Dominoss!!,2028
25-Oct-25,Halloween Dance,10:30 PM,12:00am (midnight),4 - Satisfied,"I liked the music, the design, and the Photo Booth.",,3 - Met my expectations,,5 - Very safe,Yes,,5 - Very fun,Thank you for your hard work!,4 - Satisfied,"We have very nice gatherings and programs for socializing at Bates, and I enjoy all.",I have been seeing fewer and fewer club activities. Maybe come up with more ideas and events for club gatherings.,2026
25-Oct-25,Halloween Dance,11:30 PM,1:00 AM,4 - Satisfied,"Good music, the Photo Booth line was long but went pretty quickly. ",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,I don't go to many events,,2026
25-Oct-25,Halloween Dance,10:45 PM,12:30 AM,5 - Highly satisfied,Music and Photo Booth were amazing!,,4 - Exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,5 - Highly satisfied,I love it here and everyone is amazing.,,2029
25-Oct-25,Halloween dance,11:00 PM,12:15 AM,4 - Satisfied,Good atmosphere,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,I feel like there’s a close community but not everyone feels connected to it,,2028
25-Oct-25,Halloween Party,10:30 PM,11:00 PM,5 - Highly satisfied,"I had lots of fun at the 21+ events, I loved the food",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,3 - Neither satisfied nor dissatisfied,"I need more social things, I feel lonely often. ",,2026
25-Oct-25,Halloween,11:15 PM,12:00am (midnight),4 - Satisfied,it was fun,,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,i like all of my friends and we have fun at bates activities,,2026
25-Oct-25,Halloween Dance,11:00 PM,12:15 AM,4 - Satisfied,Everything was organized and planned out,,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,My friends and I had a great time,,2027
25-Oct-25,Halloween Dance 2025,10:15 PM,12:30 AM,5 - Highly satisfied,"The music was really great, I loved how there was a curtain between the food and drinks area and the dance floor. I liked how it wasn't extremely hot, so I could dance without worrying about being drenched in sweat.",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,Everyone is very nice and welcoming.,"Other parties in the grey cage. There should be a collaboration with the DJ club where, throughout the party, there would be a DJ-off, each DJ has a limited amount of time for their set, and at the end of the night, the crowd would vote for who the winner is. The winner would get bragging rights and the opportunity to be a guest DJ at the next Bates-sponsored party.",2029
25-Oct-25,Halloween Dance,10:45 PM,11:30 PM,4 - Satisfied,"Great pizza, but the line for the photos is always very long. ",,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,"Social life at Bates is very much what you make of it, and the dance supports one aspect of social life. ",,2026
25-Oct-25,Halloween Dance,11:00 PM,11:45 PM,2 - Dissatisfied,"The music was alright, but I don't love when we have a DJ for dances. ",I would rather have a live band,3 - Met my expectations,,4 - Safe,Yes,,3 - Neither fun nor not fun,,4 - Satisfied,"I have found my circles of people, primarily through clubs",I don't think Bates needs to do anything to improve social life,2026
25-Oct-25,Halloween Dance,10:30 PM,12:15 AM,4 - Satisfied,Good dj and food,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,5 - Highly satisfied,good inclusion,more events like this dance,2029
25-Oct-25,Halloween Dance,11:00 PM,12:30 AM,4 - Satisfied,The music was super awesome and the photobooth was fun! Good way to see a bunch of people in their costumes,,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,"I am part of dance and acapella on campus and that builds an awesome sense of community. I also have a fun social group on my floor in my res hall and other individual friends who are really awesome. As a first year I am still trying to navigate all things, including social life!",,2029
31-Oct-25,BMU x WRBC - Halloween Bash!,10:00 PM,12:00am (midnight),5 - Highly satisfied,"The music was fantastic, I really liked the Michael Jackson band, they were freaking amazing!",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,Everyone is nice and welcoming.,,2029
25-Oct-25,Halloween Dance,12:00am (midnight),1:00 AM,4 - Satisfied,Good music!,,4 - Exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,"Not perfect, but not bad",Costume competition?,2026
25-Oct-25,Halloween Dance,11:00 PM,12:15 AM,4 - Satisfied,It was fun,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,5 - Highly satisfied,It’s fun,,2029
25-Oct-25,Bad to the Bone Halloween Dance,11:00 PM,12:30 AM,4 - Satisfied,It was fun but they ran out of water,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,There’s stuff going on for everyone,,2029
25-Oct-25,Halloween Dance,11:00 PM,1:00 AM,4 - Satisfied,"I had a pretty fun time, the DJ was quite good, and I saw lots of my friends, which is always fun.",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,,2 - Dissatisfied,"Too cliquey, but that's not Bates' fault, more so the culture of the people who go here. Also, Commons kinda perpetuates it ",Events where random people can all get together and hang out or something,2026
25-Oct-25,Halloween Dance,10:30 PM,12:30 AM,5 - Highly satisfied,"I love the Bates dances, especially those with a theme. ",,4 - Exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,4 - Satisfied,"I like Bates, I have a good time and I feel like there are a lot of social events",,2028
25-Oct-25,Bad to the Bone,12:00am (midnight),12:30 AM,4 - Satisfied,I just went for pizza and I got pizza.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I enjoy the activities I do and the people I do them with.,,2028
25-Oct-25,Halloween Dance,11:30 PM,12:45 AM,5 - Highly satisfied,Very great music! Always long lines at the photo booth...,,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,4 - Satisfied,It is a clique-y school but bates tries to offer lots of events on campus.,,2026
25-Oct-25,Halloween Dance,10:45 PM,12:00am (midnight),4 - Satisfied,The music was really good and the lights were cool.,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,,4 - Satisfied,I like the activities they put on.,,2029
25-Oct-25,Halloween Dance 2025,11:00 PM,12:30 AM,5 - Highly satisfied,The music was great and I had fun dancing with my friends. We also enjoyed the photo booth and pizza!,,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,4 - Fun,It would have been nice to have Halloween candy there,4 - Satisfied,I have an active social life but sometimes wish there were more big events and places to socialize in bigger groups,,2028
25-Oct-25,Halloween Dance,10:00 PM,1:00 AM,5 - Highly satisfied,"great music, great company, loved the photo booth",,5 - Greatly exceeded my expectations,,5 - Very safe,Yes,,5 - Very fun,,5 - Highly satisfied,Great people,,2028
25-Oct-25,Halloween Dance,11:15 PM,1:00 AM,4 - Satisfied,"It went well. The music wasn't my favorite, but overall the event was good.",,3 - Met my expectations,,4 - Safe,Yes,,4 - Fun,"It was grossly inappropriate to hold the Halloween dance on the anniversary of the Oct 25, 2023 Lewiston shooting. I am concerned that this was considered an acceptable course of action. Especially when you consider that this weekend was not the weekend closest to Halloween, picking the day of the 25th is absurd. Given that in the past, Halloween has been between two weekends, I understand why in the past it has been held the weekend before. However, that was not the case this year, as Halloween is on Saturday the 31st. I think it would have made the most sense to put it that day, but even if there were issues with the day itself that I don't know of, the days before also make sense. It was incredibly insensitive to hold the dance on the day of the shooting anniversary. I know many people who could not come because they were mourning instead, and several people who decided not to come because they didn't feel like celebrating on the same day as the anniversary of such a tragic event, and many people who felt really uncomfortable about the timing, even thought they ended up deciding to come anyway.",4 - Satisfied,"There's not a lot of casual hangouts (think pub nights) that most people go to on a regular basis, so it limits the kind of casual social activity that happens on campus (most of it is friend-group based) which is tricky. Otherwise, things are good.",I'd love for there to be regular pub nights (that don't necessarily involve drinking) but are centered around meeting in a chill space and hanging out near people / community.,2027
25-Oct-25,Halloween Dance,11:45 PM,12:45 AM,4 - Satisfied,Good vibes with the stage setup and stuff. Classic pizza/water combo. Nice tables to sit at. A classic function.,,3 - Met my expectations,,5 - Very safe,Yes,,4 - Fun,,3 - Neither satisfied nor dissatisfied,It's what you make of it. Campus run stuff is good for other social events to ad lib off of,The happy hours are great for 21+. Awesome to have a place for upperclassmen to gather,2026
25-Oct-25,Halloween party,10:15 PM,11:15 PM,4 - Satisfied,"the ambient was good, the music was also kinda good but it could have been better.",,4 - Exceeded my expectations,,4 - Safe,Yes,,5 - Very fun,,4 - Satisfied,you can find a lot of cool people but there is a gap between student athletes and students which you can feel almost all the time.,fall event! pumpkin carving!!! making pumpkin food!!,2029
25-Oct-25,Halloween Dance,11:00 PM,12:45 AM,4 - Satisfied,The event was fun and music was good,,4 - Exceeded my expectations,,4 - Safe,Yes,,4 - Fun,,5 - Highly satisfied,I’m a senior now and feel like my social life is exactly what I want it to be,,2026
